event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27197564555,true,2004-06-26 00:00:00.000,14.612,2.375,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564556,true,2004-06-27 00:00:00.000,14.604,2.376,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564557,true,2004-06-28 00:00:00.000,14.59,2.373,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564558,true,2004-06-28 00:00:00.000,14.646,2.357,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564559,true,2004-06-29 00:00:00.000,14.55,2.387,"1","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564560,true,2004-06-29 00:00:00.000,14.614,2.374,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564561,true,2004-06-30 00:00:00.000,14.624,2.369,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564562,true,2004-06-30 00:00:00.000,14.616,2.392,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564563,true,2004-07-01 00:00:00.000,14.58,2.38,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564564,true,2004-07-01 00:00:00.000,14.576,2.399,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564565,true,2004-07-03 00:00:00.000,14.609,2.359,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564566,true,2004-07-03 00:00:00.000,14.616,2.376,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564567,true,2004-07-03 00:00:00.000,14.599,2.368,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564568,true,2004-07-04 00:00:00.000,14.58,2.363,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564569,true,2004-07-05 00:00:00.000,14.604,2.374,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564570,true,2004-07-06 00:00:00.000,14.59,2.384,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564571,true,2004-07-06 00:00:00.000,14.603,2.382,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564572,true,2004-07-06 00:00:00.000,14.607,2.388,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564573,true,2004-07-07 00:00:00.000,14.588,2.383,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564574,true,2004-07-07 00:00:00.000,14.622,2.377,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564575,true,2004-07-07 00:00:00.000,14.601,2.382,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564576,true,2004-07-08 00:00:00.000,14.597,2.379,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564577,true,2004-07-09 00:00:00.000,14.593,2.382,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564578,true,2004-07-09 00:00:00.000,14.618,2.377,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564579,true,2004-07-09 00:00:00.000,14.581,2.384,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
